,logFC,AveExpr,t,P.Value,adj.P.Val,B,tag
ENSSSCT00000103201,1.059786962,6.252397824,2.699398975,0.016741588,0.205721735,-3.660365511,ns
ENSSSCT00000091991,0.666396825,6.73674916,2.852527671,0.012328552,0.182997787,-3.660442432,ns
ENSSSCT00000023257,0.86428898,6.71443821,2.834566977,0.012780684,0.186480308,-3.660965545,ns
ENSSSCT00000092113,0.676883255,6.243514944,2.71662166,0.016177405,0.20260971,-3.661570559,ns
ENSSSCT00000016021,0.536104172,7.388483962,3.017819358,0.008838988,0.160960608,-3.663714061,ns
ENSSSCT00000004041,0.62064668,6.657172442,2.831988458,0.012846909,0.186670896,-3.663810071,ns
ENSSSCT00000026721,1.341716287,5.632840526,2.565775635,0.021812963,0.226313321,-3.666628768,ns
ENSSSCT00000014455,0.671867187,6.648879688,2.827273826,0.012968862,0.187595581,-3.666780751,ns
ENSSSCT00000015282,0.502327737,7.206112783,2.968948038,0.009754905,0.16885882,-3.668419854,ns
ENSSSCT00000075219,-1.814071016,4.779535274,-2.656516775,0.018230291,0.211577891,-3.668706194,ns
ENSSSCT00000071415,-1.308523367,4.557182624,-2.58025893,0.021198891,0.224866388,-3.670360816,ns
ENSSSCT00000032314,0.747267634,3.818955962,2.668131044,0.017814912,0.209677163,-3.670552551,ns
ENSSSCT00000075473,0.477730647,6.894164818,2.88956884,0.01144489,0.1780296,-3.672119999,ns
ENSSSCT00000041346,0.584719675,6.802647445,2.866143754,0.011996234,0.181217983,-3.672282705,ns
ENSSSCT00000054810,0.842774617,6.345990534,2.730989239,0.015720885,0.200181507,-3.672885859,ns
ENSSSCT00000066280,0.560464219,6.544558884,2.798103447,0.013748891,0.190801802,-3.674020121,ns
ENSSSCT00000079494,1.086311868,5.676195297,2.567331682,0.021746179,0.226313321,-3.675849307,ns
ENSSSCT00000078050,0.570127505,6.881668234,2.883478786,0.011585797,0.178632648,-3.676066345,ns
ENSSSCT00000014932,0.711382613,3.809652757,2.667185953,0.017848368,0.209677163,-3.67936082,ns
ENSSSCT00000041380,0.580379108,7.167034559,2.952268874,0.010088361,0.170191222,-3.679697586,ns
ENSSSCT00000074316,0.858837647,3.925274122,2.621520921,0.019539193,0.217161407,-3.680697135,ns
ENSSSCT00000062481,1.565199624,4.858474652,2.525737276,0.023600603,0.232706877,-3.680858713,ns
ENSSSCT00000006608,-1.18039167,4.410885553,-2.560799134,0.022027875,0.226313321,-3.681048434,ns
ENSSSCT00000048358,-2.742354491,5.641959666,-2.69120598,0.017016618,0.207404976,-3.681884285,ns
ENSSSCT00000017275,-1.380724706,4.612857538,-2.585563742,0.020978156,0.223583967,-3.689568354,ns
ENSSSCT00000042396,-1.142099597,4.640102917,-2.560863997,0.022025061,0.226313321,-3.68996423,ns
ENSSSCT00000000761,0.79925327,6.075141231,2.65063477,0.018444211,0.212505776,-3.692560183,ns
ENSSSCT00000097233,0.552862012,6.783708544,2.848296211,0.012433645,0.18390113,-3.695541479,ns
ENSSSCT00000051858,-1.468840703,4.752810478,-2.576989362,0.021336048,0.225167933,-3.699168437,ns
ENSSSCT00000008560,0.533810273,6.995399831,2.899971651,0.011208067,0.177231893,-3.700439567,ns
ENSSSCT00000006417,0.675347794,6.71750772,2.826491917,0.012989196,0.187624479,-3.700883439,ns
ENSSSCT00000023729,0.773393586,6.4241109,2.743338218,0.015338512,0.198395827,-3.701030223,ns
ENSSSCT00000078067,-1.017606701,4.336616577,-2.543447554,0.022793206,0.230089112,-3.701104503,ns
ENSSSCT00000003030,-1.294356004,4.506497191,-2.562158858,0.021968954,0.226313321,-3.701246996,ns
ENSSSCT00000103843,0.7777817,6.782412962,2.835804892,0.012749009,0.186306075,-3.701624119,ns
ENSSSCT00000090798,0.885243412,5.979479975,2.619789673,0.019606243,0.217400408,-3.703989279,ns
ENSSSCT00000077666,-2.787509626,5.541325017,-2.7235176,0.01595671,0.201971717,-3.704139976,ns
ENSSSCT00000103415,1.593255535,4.681967931,2.523476795,0.023705605,0.233228789,-3.704689556,ns
ENSSSCT00000015700,0.636951221,6.538832427,2.776585391,0.014353387,0.193221127,-3.704812134,ns
ENSSSCT00000040278,0.886571975,5.391371792,2.502128923,0.024719532,0.236587554,-3.707525859,ns
ENSSSCT00000017788,-1.356814037,4.60416762,-2.574537061,0.02143948,0.225416507,-3.70774082,ns
ENSSSCT00000002790,1.044179241,4.481403609,2.494232782,0.02510496,0.236797776,-3.709932201,ns
ENSSSCT00000022504,0.724855269,6.019435606,2.626938424,0.019330803,0.216321466,-3.711558776,ns
ENSSSCT00000103118,0.790946418,3.927538981,2.603687143,0.020240584,0.221191321,-3.712249817,ns
ENSSSCT00000047589,0.646943482,7.166735391,2.933777552,0.010471132,0.172270454,-3.712715205,ns
ENSSSCT00000036127,0.592762735,6.635917661,2.801102589,0.01366663,0.190545795,-3.714118754,ns
ENSSSCT00000007039,0.898616915,3.953402611,2.592109885,0.020708813,0.222558218,-3.716219339,ns
ENSSSCT00000026316,-2.554704038,5.614062615,-2.652354514,0.018381417,0.212055033,-3.716407877,ns
ENSSSCT00000084851,0.53492095,7.016596168,2.895844796,0.011301437,0.177299947,-3.717779708,ns
ENSSSCT00000003906,0.601471471,6.665528186,2.805840897,0.013537644,0.189977813,-3.720381137,ns
ENSSSCT00000058321,0.608685944,6.593917935,2.786039561,0.014084676,0.191473655,-3.720913954,ns
ENSSSCT00000068115,0.916549608,3.862298482,2.623626803,0.019457932,0.216681985,-3.721586726,ns
ENSSSCT00000046364,-0.969266423,4.304564813,-2.528077008,0.023492387,0.2323927,-3.722796153,ns
ENSSSCT00000101389,0.845679233,3.932622077,2.594688136,0.020603646,0.222365691,-3.725442773,ns
ENSSSCT00000058078,-1.029639523,4.593249696,-2.528573227,0.023469498,0.2323927,-3.725738496,ns
ENSSSCT00000023159,0.475769263,6.922244173,2.869267215,0.011921245,0.180701547,-3.726779923,ns
ENSSSCT00000048567,-1.090245286,4.532910011,-2.536035587,0.023127839,0.232003563,-3.726789737,ns
ENSSSCT00000028285,0.986062604,6.440668981,2.715857772,0.016202033,0.20260971,-3.728618024,ns
ENSSSCT00000001703,0.38751982,7.941642296,3.138953442,0.0069184,0.148400697,-3.728943366,ns
ENSSSCT00000032259,-1.560744383,4.825122974,-2.575545793,0.021396876,0.225365334,-3.729264187,ns
ENSSSCT00000042000,-1.789473175,4.807535058,-2.618090324,0.019672272,0.217829686,-3.730363071,ns
ENSSSCT00000008130,-0.866627215,5.223689609,-2.495571979,0.025039189,0.236797776,-3.732529357,ns
ENSSSCT00000094830,-1.712933547,5.230201824,-2.566824141,0.021767941,0.226313321,-3.733167223,ns
ENSSSCT00000010797,0.399355046,7.433661258,2.995607668,0.009244273,0.164305954,-3.73349837,ns
ENSSSCT00000055065,0.754220395,3.838312043,2.625283243,0.019394243,0.216501449,-3.736241482,ns
ENSSSCT00000045034,0.985574468,6.009460697,2.60751668,0.020087957,0.220389368,-3.736441699,ns
ENSSSCT00000018310,0.596533788,6.646805909,2.791370486,0.013935323,0.191356245,-3.736937748,ns
ENSSSCT00000014534,0.561952392,7.008359991,2.884042985,0.011572672,0.178583971,-3.737650825,ns
ENSSSCT00000008270,0.825945165,3.875984751,2.608598538,0.02004504,0.220053274,-3.739576676,ns
ENSSSCT00000063229,0.63259516,7.010788931,2.880247018,0.011661259,0.179025803,-3.741141776,ns
ENSSSCT00000014450,-1.255503912,4.441435794,-2.536397641,0.023111384,0.231968382,-3.742651995,ns
ENSSSCT00000016956,0.817688191,6.583280118,2.763322707,0.014738764,0.194447487,-3.743066101,ns
ENSSSCT00000009801,0.832582238,6.114927581,2.632454275,0.019120831,0.215280148,-3.743096887,ns
ENSSSCT00000060323,-0.893007211,5.527343276,-2.510735254,0.02430588,0.235562254,-3.745078095,ns
ENSSSCT00000011494,1.106881674,4.883151364,2.455629393,0.027073287,0.241355959,-3.747261937,ns
ENSSSCT00000105656,1.507683818,5.373772162,2.492780186,0.025176487,0.237002815,-3.748981391,ns
ENSSSCT00000045598,0.442410166,7.347634194,2.964460586,0.00984354,0.169709468,-3.750159484,ns
ENSSSCT00000038866,0.800326917,6.564417416,2.758551132,0.014879857,0.195159239,-3.750763385,ns
ENSSSCT00000089868,0.612555327,7.209739185,2.926257399,0.010630842,0.173304967,-3.751033651,ns
ENSSSCT00000010444,0.921349585,3.98073884,2.563283255,0.021920345,0.226313321,-3.751645694,ns
ENSSSCT00000092670,-1.354041182,5.782780615,-2.538370494,0.023021919,0.231694875,-3.752494114,ns
ENSSSCT00000033348,0.897227576,6.353407625,2.692147925,0.016984776,0.207352582,-3.752571088,ns
ENSSSCT00000016229,-1.31819537,5.177600184,-2.52693463,0.023545164,0.232416067,-3.754270623,ns
ENSSSCT00000069523,0.780402296,6.946267489,2.852928014,0.012318654,0.182997787,-3.754910289,ns
ENSSSCT00000048306,-2.094778718,5.448352813,-2.605471485,0.02016933,0.220876359,-3.756085927,ns
ENSSSCT00000044250,0.53486374,7.146484305,2.907494012,0.011039814,0.176282811,-3.758395229,ns
ENSSSCT00000030224,-0.786571999,6.379826088,-2.661435382,0.01805325,0.210711419,-3.758692283,ns
ENSSSCT00000057869,0.981196467,5.614102161,2.510591391,0.02431274,0.235562254,-3.759025863,ns
ENSSSCT00000049858,0.441242844,6.908483557,2.849338833,0.012407669,0.183754412,-3.759069735,ns
ENSSSCT00000026824,-1.096056967,4.780757591,-2.510687889,0.024308138,0.235562254,-3.760262552,ns
ENSSSCT00000019648,0.783739974,6.05901391,2.611137764,0.019944657,0.21952125,-3.7627416,ns
ENSSSCT00000002693,-1.626840409,4.825969056,-2.571579122,0.02156488,0.225716124,-3.762956042,ns
ENSSSCT00000012963,-1.682481417,4.815964771,-2.578446989,0.021274796,0.224989478,-3.763646241,ns
ENSSSCT00000025289,1.029920911,5.225668132,2.454585218,0.027128518,0.241355959,-3.763657875,ns
ENSSSCT00000099354,0.621836876,6.729447323,2.798232067,0.013745353,0.190801802,-3.764435673,ns
ENSSSCT00000062439,1.457923662,5.530550326,2.496247765,0.025006063,0.236797776,-3.765102326,ns
ENSSSCT00000107249,0.564335335,6.46880776,2.730071679,0.015749663,0.20040551,-3.76551859,ns
ENSSSCT00000062309,0.982332193,4.275081082,2.490678248,0.025280332,0.237008071,-3.768254906,ns
ENSSSCT00000052592,-1.210982799,4.407086202,-2.516473918,0.024033745,0.234692439,-3.768396734,ns
ENSSSCT00000005065,-1.986086256,4.966100242,-2.620837424,0.019565638,0.217320503,-3.768734242,ns
ENSSSCT00000024326,0.654956276,6.331617257,2.686997504,0.017159586,0.207749999,-3.769851084,ns
ENSSSCT00000099318,0.928553875,3.909892356,2.578821666,0.021259079,0.224972036,-3.770559523,ns
ENSSSCT00000027506,-2.429220037,5.592287833,-2.609544191,0.020007599,0.219969292,-3.774257807,ns
ENSSSCT00000010296,0.71898769,6.666054146,2.770572115,0.014526886,0.19345143,-3.775395255,ns
ENSSSCT00000022311,-1.715890715,4.790807734,-2.580793625,0.021176541,0.22476239,-3.777324487,ns
ENSSSCT00000012435,1.204493817,6.297924437,2.649426622,0.018488448,0.212847099,-3.77735164,ns
ENSSSCT00000051748,0.860637369,3.883266133,2.585191412,0.020993577,0.223615291,-3.77775263,ns
ENSSSCT00000008388,1.010480571,4.370685423,2.469104023,0.02637009,0.239915581,-3.779358307,ns
ENSSSCT00000068644,-1.146691422,4.375650581,-2.505264417,0.024568056,0.236011414,-3.779909749,ns
ENSSSCT00000037772,-0.875577906,4.567358271,-2.49095688,0.025266543,0.237002815,-3.780032467,ns
ENSSSCT00000008252,1.321480134,5.082600752,2.445970952,0.027588276,0.242289979,-3.780844409,ns
ENSSSCT00000079090,-1.179800744,4.909654211,-2.50725936,0.024472142,0.236011414,-3.780851383,ns
ENSSSCT00000012780,-1.049922614,4.64607359,-2.502335916,0.024709505,0.236587554,-3.781747526,ns
ENSSSCT00000018417,0.561669978,6.746390829,2.795592481,0.013818132,0.191170392,-3.782590144,ns
ENSSSCT00000008396,0.508920108,6.820429098,2.813280215,0.013337519,0.188837262,-3.783620139,ns
ENSSSCT00000092123,-1.251668311,4.45420863,-2.513637073,0.024167905,0.235322863,-3.784134055,ns
ENSSSCT00000065752,1.253112296,4.828098905,2.450975762,0.027320266,0.241355959,-3.785186297,ns
ENSSSCT00000001538,1.241264457,6.094122384,2.58972824,0.02080642,0.222947259,-3.787038081,ns
ENSSSCT00000070209,-1.3866432,4.575843343,-2.529637297,0.023420486,0.2323927,-3.787231489,ns
ENSSSCT00000088718,-0.968224783,4.29240291,-2.491134536,0.025257754,0.237002815,-3.787780452,ns
ENSSSCT00000102566,0.758499756,3.868685223,2.583954602,0.021044879,0.223895514,-3.790639957,ns
ENSSSCT00000082720,-2.130054108,5.437891482,-2.594393992,0.020615618,0.222365691,-3.791742726,ns
ENSSSCT00000036053,1.586319761,5.371258481,2.464099748,0.026629191,0.240346895,-3.792532283,ns
ENSSSCT00000083384,0.83118157,5.772919645,2.52157885,0.023794113,0.233715036,-3.796512448,ns
ENSSSCT00000010752,0.737814791,3.828577014,2.596602629,0.020525886,0.222141826,-3.796958764,ns
ENSSSCT00000006669,0.937355347,5.648220228,2.495708513,0.025032493,0.236797776,-3.796960341,ns
ENSSSCT00000062028,-0.973075417,4.78727585,-2.481070987,0.0257602,0.238174266,-3.798671807,ns
ENSSSCT00000017295,0.749051577,6.801637536,2.793115473,0.01388677,0.191250542,-3.799418361,ns
ENSSSCT00000005749,0.841092526,3.874273701,2.576375267,0.021361904,0.225167933,-3.800593913,ns
ENSSSCT00000033934,0.565189273,7.352908383,2.938172945,0.010378876,0.17185577,-3.800789182,ns
ENSSSCT00000104539,-1.12122278,4.698114318,-2.49508914,0.025062884,0.236797776,-3.801125478,ns
ENSSSCT00000058833,-1.110741778,4.560323025,-2.495739369,0.02503098,0.236797776,-3.80295531,ns
ENSSSCT00000072325,-1.165342963,4.381820789,-2.492866595,0.025172226,0.237002815,-3.804046669,ns
ENSSSCT00000084461,1.638524777,5.058757521,2.458601583,0.026916659,0.241234076,-3.804357474,ns
ENSSSCT00000032349,0.482852143,6.878453555,2.816825626,0.013243161,0.188837262,-3.806685915,ns
ENSSSCT00000073069,-1.770105392,5.330877277,-2.54728298,0.022621872,0.229151246,-3.806741745,ns
ENSSSCT00000106225,1.076617365,6.396288258,2.654678411,0.018296891,0.211620193,-3.809122205,ns
ENSSSCT00000079560,-1.183704796,5.503273646,-2.485567924,0.025534513,0.238020981,-3.809271451,ns
ENSSSCT00000053431,0.915483478,3.999972746,2.524808078,0.023643711,0.232875608,-3.810205636,ns
ENSSSCT00000011221,0.956417138,5.871202338,2.531992651,0.023312346,0.232355087,-3.811116759,ns
ENSSSCT00000051099,-2.617677575,5.651150412,-2.598876352,0.020433901,0.221875056,-3.81158333,ns
ENSSSCT00000002907,-0.857059232,4.792192657,-2.465122891,0.02657602,0.24002425,-3.811995995,ns
ENSSSCT00000028723,0.841048362,6.274630844,2.641876589,0.018767228,0.213914934,-3.812546655,ns
ENSSSCT00000064184,0.412391835,7.23538932,2.903698927,0.011124388,0.176765467,-3.813030315,ns
ENSSSCT00000055203,0.561322788,6.884883378,2.81346115,0.013332688,0.188837262,-3.813037265,ns
ENSSSCT00000073013,-1.495667446,4.749931741,-2.524953386,0.023636965,0.232875608,-3.813652532,ns
ENSSSCT00000035742,0.923602125,6.40229272,2.661472768,0.018051911,0.210711419,-3.813751407,ns
ENSSSCT00000043726,0.70807678,6.149759285,2.609018852,0.020028391,0.220005301,-3.814533907,ns
ENSSSCT00000040216,0.898041015,6.381909858,2.660244645,0.018095957,0.210935043,-3.817420961,ns
ENSSSCT00000065771,-1.523792566,4.671621378,-2.5330116,0.023265712,0.232355087,-3.817961324,ns
ENSSSCT00000043461,0.569273426,6.513747164,2.713603821,0.016274914,0.203051091,-3.818759738,ns
ENSSSCT00000006801,-1.094127529,5.840602267,-2.509722919,0.024354191,0.235562254,-3.818845906,ns
ENSSSCT00000008042,0.569101629,6.818843354,2.793072101,0.013887975,0.191250542,-3.822355063,ns
ENSSSCT00000046758,0.735032752,6.707414426,2.76183615,0.01478258,0.194452798,-3.823055582,ns
ENSSSCT00000091341,-2.050647127,5.279721909,-2.612100356,0.01990673,0.219341309,-3.823373726,ns
ENSSSCT00000004311,1.05234102,5.533029642,2.461407294,0.026769597,0.241128254,-3.823688241,ns
ENSSSCT00000064917,-0.690526184,6.06941879,-2.559221551,0.022096426,0.226573742,-3.825434214,ns
ENSSSCT00000072757,-1.306603574,5.042319324,-2.495547933,0.025040369,0.236797776,-3.825678714,ns
ENSSSCT00000080348,0.735342757,6.442267082,2.687329044,0.017148281,0.207749999,-3.826920197,ns
ENSSSCT00000061096,0.664077283,6.752455796,2.768921845,0.014574857,0.19345143,-3.827234665,ns
ENSSSCT00000017691,0.681870244,3.807062034,2.588312076,0.020864668,0.223170977,-3.828701743,ns
ENSSSCT00000029161,-1.569094375,4.775108324,-2.530147759,0.023397009,0.2323927,-3.829006448,ns
ENSSSCT00000049184,0.886542934,3.950358588,2.531542209,0.02333299,0.232355087,-3.829788836,ns
ENSSSCT00000040308,-1.571940925,4.801172287,-2.521577776,0.023794163,0.233715036,-3.830333197,ns
ENSSSCT00000099546,0.705412265,3.875020503,2.559598712,0.022080019,0.226573742,-3.831065539,ns
ENSSSCT00000092582,-0.956850999,4.603786418,-2.46504535,0.026580046,0.24002425,-3.831078642,ns
ENSSSCT00000046644,-0.680345158,6.798904999,-2.74747774,0.015212367,0.197926486,-3.831249108,ns
ENSSSCT00000049889,-0.910781315,4.504730854,-2.463029077,0.02668494,0.240728795,-3.832349483,ns
ENSSSCT00000014856,0.538164766,7.288725647,2.905973715,0.011073618,0.176507958,-3.833170873,ns
ENSSSCT00000026531,-1.389118787,4.637497457,-2.502756509,0.024689142,0.236587554,-3.833814216,ns
ENSSSCT00000065298,0.74112836,6.422708756,2.673813303,0.017615035,0.209586318,-3.835325214,ns
ENSSSCT00000103687,0.702739766,6.911716113,2.805170882,0.013555811,0.189977813,-3.835906844,ns
ENSSSCT00000057751,0.3396488,7.912023019,3.076594007,0.007849097,0.154024562,-3.836685885,ns
ENSSSCT00000006610,-1.335197043,4.576295302,-2.4951369,0.025060539,0.236797776,-3.83699913,ns
ENSSSCT00000030140,0.634636815,7.047410762,2.841392489,0.012606987,0.185255453,-3.837243737,ns
ENSSSCT00000060570,-1.291960116,4.532587213,-2.48949574,0.025338932,0.237061261,-3.839504815,ns
ENSSSCT00000063683,-1.084221252,4.618207037,-2.475823872,0.026025942,0.23873327,-3.840720297,ns
ENSSSCT00000011216,0.671942202,6.387437262,2.662675853,0.018008863,0.210604957,-3.841331818,ns
ENSSSCT00000016311,-1.190750185,4.396324082,-2.474166015,0.026110447,0.23873327,-3.841931433,ns
ENSSSCT00000067846,-0.913877793,5.507008716,-2.455282734,0.027091611,0.241355959,-3.842332168,ns
ENSSSCT00000009320,1.070023919,6.397588948,2.641179365,0.018793176,0.214027586,-3.842338924,ns
ENSSSCT00000010517,0.98585191,4.078421201,2.494157483,0.025108663,0.236797776,-3.843309597,ns
ENSSSCT00000094469,-1.086617501,4.76106332,-2.459195407,0.02688547,0.241234076,-3.84558574,ns
ENSSSCT00000042129,1.566840347,4.991104929,2.441400525,0.027835209,0.243203644,-3.845661541,ns
ENSSSCT00000055868,-1.34040274,4.657381664,-2.490059174,0.025310995,0.237047454,-3.846316372,ns
ENSSSCT00000059221,1.293020294,4.966079199,2.402544478,0.030021053,0.250632426,-3.846748923,ns
ENSSSCT00000017178,0.621570888,6.886282683,2.795100227,0.013831746,0.191211084,-3.848190987,ns
ENSSSCT00000002336,1.190006013,5.507694407,2.444914827,0.027645151,0.242634633,-3.848299326,ns
ENSSSCT00000015353,0.921244064,5.068798088,2.388844823,0.030829837,0.25246563,-3.849494121,ns
ENSSSCT00000037140,1.297923275,4.617228581,2.421397526,0.028940874,0.246672072,-3.849893031,ns
ENSSSCT00000030693,1.382076546,5.748228294,2.482679808,0.02567924,0.238174266,-3.850760033,ns
ENSSSCT00000080578,0.903942919,5.935242903,2.527579493,0.023515358,0.2323927,-3.85098175,ns
ENSSSCT00000082926,-1.43428614,4.644325144,-2.501020593,0.024773289,0.236587554,-3.851179094,ns
ENSSSCT00000026328,-0.892581691,4.449308932,-2.453715333,0.027174612,0.241355959,-3.851918431,ns
ENSSSCT00000003738,0.899235008,3.966217559,2.513429236,0.024177763,0.235322863,-3.852419972,ns
ENSSSCT00000099380,0.821724853,3.927957746,2.527303799,0.023528096,0.2323927,-3.852830124,ns
ENSSSCT00000022854,-1.291255111,4.496551749,-2.478516641,0.025889241,0.238719319,-3.853056186,ns
ENSSSCT00000002527,0.515485115,6.847737717,2.784481883,0.01412861,0.191473655,-3.853391533,ns
ENSSSCT00000102094,0.715602521,3.880096306,2.545291242,0.022710691,0.22948942,-3.853767014,ns
ENSSSCT00000003319,-1.505351542,5.385177115,-2.4952092,0.02505699,0.236797776,-3.854177605,ns
ENSSSCT00000019526,1.11159763,4.92905353,2.399934631,0.030173563,0.251086647,-3.854770066,ns
ENSSSCT00000088195,1.065222904,5.856107103,2.506182884,0.024523853,0.236011414,-3.85523952,ns
ENSSSCT00000003330,0.62847388,6.623795031,2.722627058,0.015985045,0.202108731,-3.855265851,ns
ENSSSCT00000038307,0.771498451,6.354477694,2.643676235,0.018700411,0.213807638,-3.855359723,ns
